Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 10,Coverage (%) 11,Coverage (%) 12,Coverage (%) 1,Coverage (%) 2,Coverage (%) 3,Coverage (%) 4,Coverage (%) 5,Coverage (%) 6,Coverage (%) 7,Coverage (%) 8,Coverage (%) 9,Area 10_hf,Area 11_im,Area 12_if,Area 1_hm,Area 2_hf,Area 3_im,Area 4_if,Area 5_hm,Area 6_hf,Area 7_im,Area 8_if,Area 9_hm,#Peptides,#Unique,#Spec 10,#Spec 11,#Spec 12,#Spec 1,#Spec 2,#Spec 3,#Spec 4,#Spec 5,#Spec 6,#Spec 7,#Spec 8,#Spec 9,PTM,Avg. Mass,Description
1118,602,A0A0P4WFR1|A0A0P4WFR1_SCYOL,129.39,33,6,13,9,0,0,17,2,8,0,7,14,9,3.39E+03,4.81E+03,7.30E+02,,,8.12E+03,5.24E+02,2.49E+03,,2.83E+03,8.82E+03,0,9,9,4,7,2,0,0,9,2,2,0,7,6,1,Carbamidomethylation; Acetylation (Protein N-term),47183,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
857,2134,A0A0P4W446|A0A0P4W446_SCYOL,129.25,53,31,29,50,27,49,0,32,0,27,29,29,19,6.35E+03,8.38E+03,1.33E+04,3.89E+03,4.51E+03,,6.71E+03,,5.55E+03,4.39E+03,5.31E+03,5.53E+03,7,7,13,12,7,5,4,0,11,0,3,6,4,4,Carbamidomethylation,17820,UBC core domain-containing protein OS=Scylla olivacea OX=85551 PE=3 SV=1
887,29172,A0A5N5SP52|A0A5N5SP52_9CRUS,129.03,7,3,5,4,5,4,7,5,4,4,6,7,2,,3.15E+02,1.48E+03,1.64E+03,1.19E+03,1.85E+03,2.29E+03,3.69E+02,5.79E+02,6.28E+02,6.69E+02,2.89E+02,6,2,3,4,3,7,3,8,11,3,3,9,9,1,Carbamidomethylation,89719,Protein hu-li tai shao OS=Armadillidium nasatum OX=96803 GN=hts PE=3 SV=1
886,28546,A0A2P2HWD6|A0A2P2HWD6_9CRUS,128.81,14,9,6,5,11,6,9,9,3,6,6,6,7,2.61E+03,1.35E+03,,3.94E+02,2.26E+03,2.92E+03,8.16E+03,8.30E+02,4.09E+03,7.37E+02,,3.28E+03,7,2,8,5,5,11,4,6,8,1,5,3,3,5,Carbamidomethylation; Deamidation (NQ),69155,H(+)-transporting two-sector ATPase OS=Hirondellea gigas OX=1518452 PE=2 SV=1
1003,28759,A0A423TRR1|A0A423TRR1_PENVA,128.61,44,24,22,24,12,22,24,9,24,22,12,34,22,1.55E+03,5.62E+02,2.11E+03,,3.06E+02,7.64E+03,,1.18E+03,5.57E+02,1.16E+03,3.72E+03,5.42E+02,7,4,5,3,4,2,4,8,3,5,2,2,10,2,Carbamidomethylation,22145,CaMKII isoform E OS=Penaeus vannamei OX=6689 GN=C7M84_002155 PE=4 SV=1
1021,27839,A0A3R7MR99|A0A3R7MR99_PENVA,128.45,14,7,2,3,4,3,0,4,6,2,2,4,2,6.16E+02,,,,,,,,,,9.17E+02,,8,2,8,3,3,11,3,0,4,7,1,3,2,3,Deamidation (NQ),74242,Myosin heavy chain type 2 OS=Penaeus vannamei OX=6689 GN=C7M84_013999 PE=4 SV=1
1017,915,A0A0P4WRH4|A0A0P4WRH4_SCYOL,128.38,19,6,9,8,5,3,17,9,3,3,5,10,3,1.83E+03,2.03E+03,2.97E+03,1.32E+03,,4.71E+03,1.07E+03,,,9.48E+02,2.35E+03,,7,5,5,6,5,2,3,10,4,2,1,3,6,2,Carbamidomethylation; Deamidation (NQ),57073,Fascin OS=Scylla olivacea OX=85551 PE=3 SV=1
782,909,A0A0N7ZDC1|A0A0N7ZDC1_SCYOL,128.37,21,11,15,18,14,11,11,14,11,8,15,8,8,2.00E+04,2.38E+04,2.98E+04,2.42E+03,7.40E+03,1.44E+04,6.29E+03,1.35E+04,1.58E+04,2.03E+04,2.00E+04,9.43E+03,6,6,5,7,11,7,6,5,7,6,8,10,8,3,Carbamidomethylation,44399,Obg-like ATPase 1 OS=Scylla olivacea OX=85551 PE=3 SV=1
800,1065,A0A5B7F3E7|A0A5B7F3E7_PORTR,128.32,19,8,12,19,7,8,16,11,4,7,19,12,11,7.78E+02,2.77E+03,1.72E+04,4.86E+02,2.21E+03,3.33E+03,2.89E+03,5.85E+02,8.34E+02,1.66E+04,4.44E+03,1.39E+03,6,6,4,8,15,3,3,8,7,1,4,15,7,4,Carbamidomethylation,49628,Cytosolic purine 5'-nucleotidase OS=Portunus trituberculatus OX=210409 GN=NT5C2 PE=3 SV=1
800,1035,A0A0P4WHZ0|A0A0P4WHZ0_SCYOL,128.32,15,6,9,15,6,6,12,8,3,5,15,9,9,7.78E+02,2.77E+03,1.72E+04,4.86E+02,2.21E+03,3.33E+03,2.89E+03,5.85E+02,8.34E+02,1.66E+04,4.44E+03,1.39E+03,6,6,4,8,15,3,3,8,7,1,4,15,7,4,Carbamidomethylation,65596,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
800,1097,A0A0P4WCX3|A0A0P4WCX3_SCYOL,128.32,15,6,9,15,6,6,13,8,3,6,15,10,9,7.78E+02,2.77E+03,1.72E+04,4.86E+02,2.21E+03,3.33E+03,2.89E+03,5.85E+02,8.34E+02,1.66E+04,4.44E+03,1.39E+03,6,6,4,8,15,3,3,8,7,1,4,15,7,4,Carbamidomethylation,62844,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
962,971,V9PP85|V9PP85_ERISI,128.15,41,26,13,13,0,0,29,0,13,13,29,14,5,2.21E+03,2.40E+03,3.54E+03,,,3.49E+03,,1.82E+03,1.88E+03,6.05E+03,2.01E+03,5.70E+02,8,8,7,2,7,0,0,10,0,5,5,11,6,2,Carbamidomethylation,27205,Sex-lethal OS=Eriocheir sinensis OX=95602 GN=Sxl1 PE=2 SV=1
1262,1167,A0A5B7EFX7|A0A5B7EFX7_PORTR,128.08,17,3,3,3,3,0,13,7,3,3,0,12,3,9.17E+02,1.15E+03,1.51E+03,1.60E+02,,2.47E+02,5.48E+02,2.61E+02,5.27E+02,,1.62E+03,1.94E+02,7,2,3,4,3,1,0,4,3,2,2,0,7,1,Deamidation (NQ),55569,Long-chain-fatty-acid--CoA ligase 5 OS=Portunus trituberculatus OX=210409 GN=ACSL5 PE=4 SV=1
1127,1902,A0A0P4WJG9|A0A0P4WJG9_SCYOL,127.83,48,18,26,41,12,12,45,33,8,20,0,26,20,2.59E+03,6.60E+03,6.62E+03,8.97E+03,2.65E+03,9.06E+03,1.54E+04,1.48E+03,2.93E+03,,5.90E+03,1.56E+03,6,6,1,3,5,4,1,6,8,1,3,0,3,4,,13974,V-SNARE coiled-coil homology domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1127,30432,W5RWK8|W5RWK8_PROCL,127.83,37,14,20,32,10,10,35,26,6,15,0,20,15,2.59E+03,6.60E+03,6.62E+03,8.97E+03,2.65E+03,9.06E+03,1.54E+04,1.48E+03,2.93E+03,,5.90E+03,1.56E+03,6,6,1,3,5,4,1,6,8,1,3,0,3,4,,18070,Vesicle-associated membrane protein OS=Procambarus clarkii OX=6728 PE=2 SV=1
1132,28379,A0A5N5SP73|A0A5N5SP73_9CRUS,127.83,13,6,2,8,2,3,9,2,6,5,6,11,5,9.97E+03,,7.75E+03,,4.40E+03,4.62E+03,,8.32E+02,2.93E+02,3.02E+03,7.93E+03,9.92E+02,7,3,3,1,6,1,2,6,1,4,2,4,6,2,Carbamidomethylation,89138,Aconitate hydratase  mitochondrial (Fragment) OS=Armadillidium nasatum OX=96803 GN=ACO2 PE=3 SV=1
1309,1017,A0A0P4WHG2|A0A0P4WHG2_SCYOL,127.6,22,3,9,5,0,6,8,0,3,0,14,14,6,,1.58E+03,9.62E+02,,0,3.09E+03,,,,1.12E+03,3.01E+03,0,7,6,1,3,2,0,2,6,0,1,0,3,7,2,Carbamidomethylation; Deamidation (NQ),54093,Dihydrolipoyl dehydrogenase OS=Scylla olivacea OX=85551 PE=3 SV=1
420,1542,A0A1I9S0S6|A0A1I9S0S6_9EUCA,127.44,47,31,32,32,23,31,34,31,27,23,44,43,34,2.78E+04,1.90E+05,1.32E+05,3.07E+04,1.60E+05,4.72E+04,4.78E+04,5.56E+04,7.79E+04,2.02E+05,1.19E+04,9.22E+04,6,2,17,30,30,6,29,17,8,17,12,35,25,24,Carbamidomethylation; Deamidation (NQ),12347,Histone H3 (Fragment) OS=Austinixa aidae OX=201110 GN=H3 PE=3 SV=1
420,29232,K7PQ57|K7PQ57_9EUCA,127.44,47,31,32,32,23,31,34,31,27,23,44,43,34,2.78E+04,1.90E+05,1.32E+05,3.07E+04,1.60E+05,4.72E+04,4.78E+04,5.56E+04,7.79E+04,2.02E+05,1.19E+04,9.22E+04,6,2,17,30,30,6,29,17,8,17,12,35,25,24,Carbamidomethylation; Deamidation (NQ),12314,Histone H3 (Fragment) OS=Pleoticus robustus OX=1213270 GN=H3 PE=3 SV=1
420,1543,A0A1I9S180|A0A1I9S180_9EUCA,127.44,47,31,32,32,23,31,34,31,27,23,44,43,34,2.78E+04,1.90E+05,1.32E+05,3.07E+04,1.60E+05,4.72E+04,4.78E+04,5.56E+04,7.79E+04,2.02E+05,1.19E+04,9.22E+04,6,2,17,30,30,6,29,17,8,17,12,35,25,24,Carbamidomethylation; Deamidation (NQ),12314,Histone H3 (Fragment) OS=Pinnotheroidea sp. 1 EPT-2016 OX=1912914 GN=H3 PE=3 SV=1
924,29590,A0A3R7M0S1|A0A3R7M0S1_PENVA,127.32,16,16,4,14,9,7,16,7,9,0,6,16,0,8.90E+02,,8.02E+02,3.27E+03,2.84E+03,1.82E+04,3.04E+03,,,1.03E+03,2.60E+03,,7,3,7,1,7,6,6,11,4,5,0,1,12,0,Deamidation (NQ),61586,Putative dihydropyrimidinase-like isoform X4 OS=Penaeus vannamei OX=6689 GN=C7M84_013298 PE=3 SV=1
669,716,A0A5B7DVE4|A0A5B7DVE4_PORTR,127.22,15,5,5,11,5,5,8,8,8,8,5,9,2,,,,,,,,2.93E+03,,,1.75E+03,,6,2,4,9,16,4,5,13,3,12,8,13,15,4,Deamidation (NQ),57304,Glucose-6-phosphate isomerase OS=Portunus trituberculatus OX=210409 GN=Pgi PE=3 SV=1
1066,812,A0A0P4W2P4|A0A0P4W2P4_SCYOL,127.08,29,7,7,7,14,13,7,4,11,21,7,11,13,6.34E+03,3.49E+03,1.10E+04,3.68E+03,8.26E+03,8.05E+03,5.87E+02,6.78E+03,5.36E+03,8.26E+03,6.30E+03,7.75E+03,6,6,2,2,5,5,3,2,1,5,6,4,4,5,Carbamidomethylation,39557,Pribosyltran_N domain-containing protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1016,27962,A0A6C0T5T1|A0A6C0T5T1_PROCL,127.02,25,3,15,17,9,6,12,9,6,17,0,10,0,,1.91E+03,4.32E+03,1.07E+03,7.02E+02,2.67E+03,8.57E+02,,1.69E+03,,8.18E+02,,8,4,1,6,9,8,3,8,3,2,5,0,4,0,Carbamidomethylation,40511,cAMP-dependent protein kinase catalytic subunit 1 OS=Procambarus clarkii OX=6728 GN=Pka-c1 PE=2 SV=1
881,1217,I6VM78|I6VM78_ERISI,126.84,44,24,15,27,0,7,44,0,17,17,27,27,7,5.78E+03,5.13E+03,9.33E+03,,2.86E+02,1.48E+04,,3.22E+03,2.39E+03,9.49E+03,1.56E+04,9.22E+02,6,6,8,7,6,0,2,12,0,5,4,9,11,1,Carbamidomethylation; Deamidation (NQ),24142,Superoxide dismutase OS=Eriocheir sinensis OX=95602 PE=2 SV=1
868,688,A0A5B7E8T1|A0A5B7E8T1_PORTR,126.83,26,21,20,26,5,14,20,14,9,10,20,16,5,7.26E+03,3.48E+03,7.62E+03,1.42E+03,4.29E+03,7.94E+03,8.11E+03,1.77E+03,6.23E+03,7.29E+03,5.94E+03,1.88E+03,8,8,6,4,10,1,5,5,5,3,9,12,6,2,,26955,Transcriptional activator protein Pur-alpha OS=Portunus trituberculatus OX=210409 GN=Pura PE=3 SV=1
868,690,A0A0N7ZBP3|A0A0N7ZBP3_SCYOL,126.83,23,19,19,23,4,13,18,13,8,9,19,14,5,7.26E+03,3.48E+03,7.62E+03,1.42E+03,4.29E+03,7.94E+03,8.11E+03,1.77E+03,6.23E+03,7.29E+03,5.94E+03,1.88E+03,8,8,6,4,10,1,5,5,5,3,9,12,6,2,,29635,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
868,691,A0A0P4W9G8|A0A0P4W9G8_SCYOL,126.83,23,19,18,23,4,12,18,13,8,9,18,14,5,7.26E+03,3.48E+03,7.62E+03,1.42E+03,4.29E+03,7.94E+03,8.11E+03,1.77E+03,6.23E+03,7.29E+03,5.94E+03,1.88E+03,8,8,6,4,10,1,5,5,5,3,9,12,6,2,,30344,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1298,27895,Q95YM1|Q95YM1_PROCL,126.68,2,1,0,0,1,0,0,0,1,0,0,0,1,,,,7.59E+02,,,8.78E+02,5.04E+02,,,,,7,3,3,1,2,7,1,0,2,5,2,0,0,4,,542470,Kettin OS=Procambarus clarkii OX=6728 GN=ket PE=2 SV=1
1298,27966,Q95YM2|Q95YM2_PROCL,126.68,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,7.59E+02,,,8.78E+02,5.04E+02,,,,,7,3,3,1,2,7,1,0,2,5,2,0,0,4,,1962327,I-connectin OS=Procambarus clarkii OX=6728 GN=I-con PE=2 SV=1
593,787,A0A5B7CL07|A0A5B7CL07_PORTR,126.68,27,27,27,23,4,6,21,10,20,21,20,21,23,3.14E+04,1.82E+04,2.93E+04,2.42E+03,2.01E+03,1.43E+04,8.67E+03,5.46E+03,2.36E+03,1.07E+04,2.00E+04,6.92E+03,6,2,16,9,18,2,6,12,7,10,8,14,15,17,Carbamidomethylation; Deamidation (NQ),30579,Malate dehydrogenase OS=Portunus trituberculatus OX=210409 GN=MDH1 PE=3 SV=1
1033,1271,A0A5B7EX64|A0A5B7EX64_PORTR,126.31,16,10,7,7,4,7,13,4,7,7,0,16,7,2.07E+03,3.74E+03,3.11E+03,2.51E+03,1.92E+03,2.30E+03,4.04E+03,2.20E+03,4.27E+03,,3.63E+03,2.34E+03,6,6,4,3,4,1,3,6,3,2,5,0,13,3,Carbamidomethylation,39218,Succinate--CoA ligase [ADP/GDP-forming] subunit alpha  mitochondrial OS=Portunus trituberculatus OX=210409 GN=Suclg1 PE=3 SV=1
1033,1460,A0A0N7ZD22|A0A0N7ZD22_SCYOL,126.31,18,12,8,8,4,8,14,4,8,8,0,18,8,2.07E+03,3.74E+03,3.11E+03,2.51E+03,1.92E+03,2.30E+03,4.04E+03,2.20E+03,4.27E+03,,3.63E+03,2.34E+03,6,6,4,3,4,1,3,6,3,2,5,0,13,3,Carbamidomethylation,34155,Succinate--CoA ligase [ADP/GDP-forming] subunit alpha  mitochondrial OS=Scylla olivacea OX=85551 PE=3 SV=1
1114,866,A0A0P4WM76|A0A0P4WM76_SCYOL,126.27,41,12,18,11,0,18,25,0,7,18,11,36,18,4.57E+03,1.82E+03,1.06E+03,,6.79E+02,7.04E+03,,9.16E+02,2.16E+03,2.27E+03,4.95E+03,1.73E+03,7,7,4,3,2,0,5,8,0,1,4,2,8,3,,21790,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
839,603,A0A5B7ECV1|A0A5B7ECV1_PORTR,126.15,4,2,2,1,1,1,3,1,2,1,1,2,1,1.28E+04,2.81E+04,2.55E+04,6.22E+03,1.00E+04,3.63E+04,2.65E+04,1.90E+04,2.51E+04,1.03E+04,2.17E+04,1.67E+04,6,6,6,12,6,2,3,10,6,8,6,1,7,5,Carbamidomethylation,260807,Protein stoned-B OS=Portunus trituberculatus OX=210409 GN=stnB PE=3 SV=1
1423,733,A0A0P4W7B5|A0A0P4W7B5_SCYOL,126.1,23,11,2,0,4,0,17,3,11,0,5,19,5,0,9.13E+02,,4.59E+02,,3.88E+03,7.70E+02,7.28E+01,,6.08E+01,5.96E+03,1.09E+02,7,7,2,1,0,1,0,4,2,2,0,1,8,1,Carbamidomethylation,52807,Complex I-49kD OS=Scylla olivacea OX=85551 PE=3 SV=1
752,28376,A0A3R7P1C7|A0A3R7P1C7_PENVA,126.09,13,10,9,9,7,9,4,5,7,9,2,4,9,1.14E+03,7.11E+02,1.31E+03,1.62E+04,8.66E+03,,1.11E+04,,4.17E+03,,,2.37E+03,5,2,8,7,7,14,11,8,6,6,7,1,3,10,Carbamidomethylation,63045,Four and a half LIM domains protein 2 OS=Penaeus vannamei OX=6689 GN=C7M84_008844 PE=4 SV=1
977,627,A0A0P4WA20|A0A0P4WA20_SCYOL,125.8,21,6,9,10,6,6,15,11,6,6,6,9,6,2.94E+03,3.24E+03,6.51E+03,5.34E+03,4.81E+03,6.83E+03,5.50E+03,2.78E+03,5.10E+03,2.34E+03,4.32E+03,4.46E+03,7,7,2,4,4,2,3,5,12,3,6,3,5,3,Carbamidomethylation,53895,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
977,628,A0A0P4WFX7|A0A0P4WFX7_SCYOL,125.8,20,6,9,9,6,6,15,10,6,6,6,9,6,2.94E+03,3.24E+03,6.51E+03,5.34E+03,4.81E+03,6.83E+03,5.50E+03,2.78E+03,5.10E+03,2.34E+03,4.32E+03,4.46E+03,7,7,2,4,4,2,3,5,12,3,6,3,5,3,Carbamidomethylation,56043,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
977,740,A0A0N7ZCU5|A0A0N7ZCU5_SCYOL,125.8,23,7,10,10,7,7,16,12,7,7,7,10,7,2.94E+03,3.24E+03,6.51E+03,5.34E+03,4.81E+03,6.83E+03,5.50E+03,2.78E+03,5.10E+03,2.34E+03,4.32E+03,4.46E+03,7,7,2,4,4,2,3,5,12,3,6,3,5,3,Carbamidomethylation,49796,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
977,741,A0A0P4WFI9|A0A0P4WFI9_SCYOL,125.8,22,7,10,10,7,7,16,11,7,7,7,10,7,2.94E+03,3.24E+03,6.51E+03,5.34E+03,4.81E+03,6.83E+03,5.50E+03,2.78E+03,5.10E+03,2.34E+03,4.32E+03,4.46E+03,7,7,2,4,4,2,3,5,12,3,6,3,5,3,Carbamidomethylation,51944,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
588,905,A0A0P4WFP8|A0A0P4WFP8_SCYOL,125.79,15,11,9,4,9,9,15,9,4,9,4,8,11,4.99E+03,8.05E+03,2.33E+03,3.29E+02,4.69E+03,8.98E+03,9.37E+03,5.03E+02,5.88E+03,5.92E+02,2.21E+03,3.92E+03,6,4,11,9,13,19,14,17,12,7,8,7,6,14,,47883,AAA domain-containing protein OS=Scylla olivacea OX=85551 PE=3 SV=1
588,1426,A0A5B7DM46|A0A5B7DM46_PORTR,125.79,18,13,11,5,11,11,18,11,5,11,5,10,13,4.99E+03,8.05E+03,2.33E+03,3.29E+02,4.69E+03,8.98E+03,9.37E+03,5.03E+02,5.88E+03,5.92E+02,2.21E+03,3.92E+03,6,4,11,9,13,19,14,17,12,7,8,7,6,14,,39372,26S protease regulatory subunit 6A OS=Portunus trituberculatus OX=210409 GN=Psmc3 PE=4 SV=1
1073,28416,A0A286RXX1|A0A286RXX1_PENMO,125.45,51,21,15,26,11,11,37,5,6,5,24,21,11,5.97E+02,6.49E+02,1.40E+03,,,4.24E+02,,,,1.68E+03,9.50E+02,,8,2,6,3,6,3,2,6,1,1,1,9,3,2,Acetylation (Protein N-term),23852,Rab11 variant X1 OS=Penaeus monodon OX=6687 PE=2 SV=1
1073,28417,A0A286RXT2|A0A286RXT2_PROCL,125.45,51,21,15,26,11,11,37,5,6,5,24,21,11,5.97E+02,6.49E+02,1.40E+03,,,4.24E+02,,,,1.68E+03,9.50E+02,,8,2,6,3,6,3,2,6,1,1,1,9,3,2,Acetylation (Protein N-term),23801,Ras-related protein Rab-11A-like protein (Fragment) OS=Procambarus clarkii OX=6728 GN=RAB11A PE=2 SV=1
864,29409,A0A3R7MPR7|A0A3R7MPR7_PENVA,125.4,18,17,12,12,12,14,12,6,6,5,12,12,17,1.49E+04,6.38E+03,1.09E+04,7.65E+03,2.93E+03,1.33E+04,3.45E+03,6.58E+03,6.13E+02,9.50E+03,5.75E+03,4.14E+03,7,7,9,6,6,11,4,7,4,4,2,7,4,4,Carbamidomethylation,38689,Putative heterogeneous nuclear ribonucleoprotein A1  A2/B1-like isoform X1 OS=Penaeus vannamei OX=6689 GN=C7M84_014955 PE=4 SV=1
864,29442,A0A423SS06|A0A423SS06_PENVA,125.4,20,19,13,13,13,15,13,6,7,6,13,13,19,1.49E+04,6.38E+03,1.09E+04,7.65E+03,2.93E+03,1.33E+04,3.45E+03,6.58E+03,6.13E+02,9.50E+03,5.75E+03,4.14E+03,7,7,9,6,6,11,4,7,4,4,2,7,4,4,Carbamidomethylation,34752,Putative heterogeneous nuclear ribonucleoprotein A1  A2/B1-like OS=Penaeus vannamei OX=6689 GN=C7M84_014956 PE=4 SV=1
1311,946,A0A0N7ZCM2|A0A0N7ZCM2_SCYOL,125.15,51,28,14,22,6,6,51,6,6,0,0,18,0,4.49E+03,3.57E+03,7.08E+03,1.95E+03,2.52E+03,1.35E+04,8.89E+02,2.11E+03,,,4.94E+03,,7,7,3,3,3,1,1,9,2,1,0,0,4,0,Acetylation (Protein N-term),17873,ADF-H domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1193,1072,A0A0N7ZDR0|A0A0N7ZDR0_SCYOL,125.12,15,5,6,11,0,8,8,8,5,5,5,7,0,3.59E+03,5.29E+02,1.58E+03,,2.46E+03,7.01E+03,8.42E+02,2.35E+03,1.83E+03,1.27E+03,3.79E+03,,7,4,2,3,3,0,2,5,4,2,2,7,5,0,Carbamidomethylation; Deamidation (NQ),54802,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
934,30591,A0A0A8WG63|A0A0A8WG63_LITMA,125.12,41,11,29,29,28,11,23,29,11,29,23,23,11,1.81E+03,2.35E+03,3.62E+03,1.77E+03,1.75E+03,4.70E+03,5.05E+03,2.22E+03,5.04E+03,5.39E+03,3.60E+03,1.39E+03,5,5,6,3,6,4,3,7,6,4,5,6,6,3,Carbamidomethylation,16519,60S ribosomal protein L8 (Fragment) OS=Lithodes maja OX=174393 GN=rpl8 PE=2 SV=1
1589,31331,A0A411DX13|A0A411DX13_9MAXI,125.12,33,0,33,9,0,0,0,24,0,0,0,0,0,,1.59E+04,1.88E+03,,,,6.18E+03,,,,,,6,6,0,11,1,0,0,0,4,0,0,0,0,0,Carbamidomethylation,18504,Issp-41 (Fragment) OS=Parasacculina yatsui OX=2836420 PE=2 SV=1
1150,1113,A0A0P4WIR6|A0A0P4WIR6_SCYOL,124.9,28,21,15,19,0,4,16,0,16,13,0,24,0,2.85E+03,2.59E+03,2.62E+03,,7.22E+02,3.80E+03,,5.03E+02,1.62E+03,,5.09E+03,,7,7,6,3,5,0,1,5,0,4,4,0,9,0,,31856,Glucose-6-phosphate 1-epimerase OS=Scylla olivacea OX=85551 PE=3 SV=1
869,28555,A0A0K0PWD6|A0A0K0PWD6_PANIN,124.36,21,19,11,16,12,12,16,6,11,3,12,11,14,2.05E+04,8.44E+03,1.53E+04,7.97E+03,1.02E+04,4.44E+04,8.01E+03,1.11E+04,5.88E+03,1.03E+04,1.01E+04,1.07E+04,7,7,8,4,6,8,6,9,3,4,2,5,6,7,Carbamidomethylation,41609,Protein kinase A regulatory subunit 1 OS=Panulirus interruptus OX=6735 PE=2 SV=1
1232,28205,A0A3R7QCP1|A0A3R7QCP1_PENVA,124.32,9,6,2,2,3,5,0,2,5,0,0,3,2,1.21E+04,4.12E+03,7.55E+03,7.36E+03,1.72E+04,,1.56E+03,7.77E+03,,,2.10E+03,4.47E+03,7,3,8,2,2,2,7,0,2,5,0,0,2,1,Deamidation (NQ),96537,Paramyosin OS=Penaeus vannamei OX=6689 GN=C7M84_006921 PE=4 SV=1
1394,521,A0A0P4W1A5|A0A0P4W1A5_SCYOL,124.02,36,6,0,7,6,6,27,3,0,3,9,14,0,7.93E+02,,2.56E+03,3.43E+03,1.55E+03,4.54E+03,5.37E+02,,2.16E+03,1.28E+03,2.22E+03,,9,9,2,0,2,3,2,6,1,0,1,3,3,0,Carbamidomethylation; Deamidation (NQ),44809,Actin-related protein 2 OS=Scylla olivacea OX=85551 PE=3 SV=1
1306,28522,G3M1G0|G3M1G0_PENMO,123.93,32,11,6,6,0,0,32,3,5,6,6,18,0,1.69E+03,7.55E+02,2.76E+03,,,6.53E+03,1.08E+03,5.56E+02,1.25E+03,9.36E+02,5.01E+03,,6,6,2,1,3,0,0,10,1,1,2,2,5,0,Carbamidomethylation,27172,GTP-binding nuclear protein OS=Penaeus monodon OX=6687 GN=Ran PE=2 SV=1
1306,28542,A0A3R7SGV1|A0A3R7SGV1_PENVA,123.93,30,10,6,6,0,0,30,3,5,6,6,17,0,1.69E+03,7.55E+02,2.76E+03,,,6.53E+03,1.08E+03,5.56E+02,1.25E+03,9.36E+02,5.01E+03,,6,6,2,1,3,0,0,10,1,1,2,2,5,0,Carbamidomethylation,29658,GTP-binding nuclear protein OS=Penaeus vannamei OX=6689 GN=C7M84_021736 PE=3 SV=1
1306,943,A0A0N7ZD11|A0A0N7ZD11_SCYOL,123.93,36,12,7,7,0,0,36,4,6,7,7,20,0,1.69E+03,7.55E+02,2.76E+03,,,6.53E+03,1.08E+03,5.56E+02,1.25E+03,9.36E+02,5.01E+03,,6,6,2,1,3,0,0,10,1,1,2,2,5,0,Carbamidomethylation,24618,GTP-binding nuclear protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1306,28607,K7W6I2|K7W6I2_PENCE,123.93,36,12,7,7,0,0,36,4,6,7,7,20,0,1.69E+03,7.55E+02,2.76E+03,,,6.53E+03,1.08E+03,5.56E+02,1.25E+03,9.36E+02,5.01E+03,,6,6,2,1,3,0,0,10,1,1,2,2,5,0,Carbamidomethylation,24632,GTP-binding nuclear protein OS=Penaeus chinensis OX=139456 GN=ran PE=2 SV=1
1306,28608,A0A172Q3Z0|A0A172Q3Z0_MACRS,123.93,36,12,7,7,0,0,36,4,6,7,7,20,0,1.69E+03,7.55E+02,2.76E+03,,,6.53E+03,1.08E+03,5.56E+02,1.25E+03,9.36E+02,5.01E+03,,6,6,2,1,3,0,0,10,1,1,2,2,5,0,Carbamidomethylation,24563,GTP-binding nuclear protein OS=Macrobrachium rosenbergii OX=79674 GN=ran PE=2 SV=1
1306,28609,G0Y7A9|G0Y7A9_PENMO,123.93,36,12,7,7,0,0,36,4,6,7,7,20,0,1.69E+03,7.55E+02,2.76E+03,,,6.53E+03,1.08E+03,5.56E+02,1.25E+03,9.36E+02,5.01E+03,,6,6,2,1,3,0,0,10,1,1,2,2,5,0,Carbamidomethylation,24598,GTP-binding nuclear protein OS=Penaeus monodon OX=6687 GN=Ran PE=2 SV=1
1306,28610,K7WB34|K7WB34_PENVA,123.93,36,12,7,7,0,0,36,4,6,7,7,20,0,1.69E+03,7.55E+02,2.76E+03,,,6.53E+03,1.08E+03,5.56E+02,1.25E+03,9.36E+02,5.01E+03,,6,6,2,1,3,0,0,10,1,1,2,2,5,0,Carbamidomethylation,24632,GTP-binding nuclear protein OS=Penaeus vannamei OX=6689 GN=ran PE=2 SV=1
